"agency_cd","site_no","Date","Daily.Mean.Discharge","Approval.Code"
"USGS","02085070","1971-09-20","  27.00","A"
"USGS","02085070","1971-09-21","  28.00","A"
"USGS","02085070","1971-09-22","  49.00","A"
"USGS","02085070","1971-09-23","  40.00","A"
"USGS","02085070","1971-09-24","  32.00","A"
"USGS","02085070","1971-09-25","  26.00","A"
"USGS","02085070","1971-09-26","  22.00","A"
"USGS","02085070","1971-09-27","  19.00","A"
"USGS","02085070","1971-09-28","  18.00","A"
"USGS","02085070","1971-09-29","  16.00","A"
"USGS","02085070","1971-09-30","  17.00","A"
"USGS","02085070","1971-10-01"," 245.00","A"
"USGS","02085070","1971-10-02"," 659.00","A"
"USGS","02085070","1971-10-03"," 225.00","A"
"USGS","02085070","1971-10-04"," 104.00","A"
"USGS","02085070","1971-10-05","  81.00","A"
"USGS","02085070","1971-10-06"," 546.00","A"
"USGS","02085070","1971-10-07"," 240.00","A"
"USGS","02085070","1971-10-08","  98.00","A"
"USGS","02085070","1971-10-09","  72.00","A"
"USGS","02085070","1971-10-10","1360.00","A"
"USGS","02085070","1971-10-11"," 680.00","A"
"USGS","02085070","1971-10-12"," 245.00","A"
"USGS","02085070","1971-10-13"," 142.00","A"
"USGS","02085070","1971-10-14","  96.00","A"
"USGS","02085070","1971-10-15","  76.00","A"
"USGS","02085070","1971-10-16","  70.00","A"
"USGS","02085070","1971-10-17","  75.00","A"
"USGS","02085070","1971-10-18","  67.00","A"
"USGS","02085070","1971-10-19","  73.00","A"
"USGS","02085070","1971-10-20","  86.00","A"
"USGS","02085070","1971-10-21","  86.00","A"
"USGS","02085070","1971-10-22","  93.00","A"
"USGS","02085070","1971-10-23"," 841.00","A"
"USGS","02085070","1971-10-24","1330.00","A"
"USGS","02085070","1971-10-25","4690.00","A"
"USGS","02085070","1971-10-26"," 757.00","A"
"USGS","02085070","1971-10-27"," 377.00","A"
"USGS","02085070","1971-10-28"," 252.00","A"
"USGS","02085070","1971-10-29"," 190.00","A"
"USGS","02085070","1971-10-30"," 157.00","A"
"USGS","02085070","1971-10-31"," 135.00","A"
"USGS","02085070","1971-11-01"," 115.00","A"
"USGS","02085070","1971-11-02"," 104.00","A"
"USGS","02085070","1971-11-03"," 179.00","A"
"USGS","02085070","1971-11-04","  72.00","A"
"USGS","02085070","1971-11-05"," 104.00","A"
"USGS","02085070","1971-11-06","  87.00","A"
"USGS","02085070","1971-11-07","  82.00","A"
"USGS","02085070","1971-11-08","  75.00","A"
"USGS","02085070","1971-11-09","  69.00","A"
"USGS","02085070","1971-11-10","  73.00","A"
"USGS","02085070","1971-11-11","  73.00","A"
"USGS","02085070","1971-11-12","  67.00","A"
"USGS","02085070","1971-11-13","  65.00","A"
"USGS","02085070","1971-11-14","  63.00","A"
"USGS","02085070","1971-11-15","  61.00","A"
"USGS","02085070","1971-11-16","  60.00","A"
"USGS","02085070","1971-11-17","  57.00","A"
"USGS","02085070","1971-11-18","  56.00","A"
"USGS","02085070","1971-11-19","  55.00","A"
"USGS","02085070","1971-11-20","  56.00","A"
"USGS","02085070","1971-11-21","  54.00","A"
"USGS","02085070","1971-11-22","  52.00","A"
"USGS","02085070","1971-11-23","  48.00","A"
"USGS","02085070","1971-11-24"," 182.00","A"
"USGS","02085070","1971-11-25"," 873.00","A"
"USGS","02085070","1971-11-26"," 295.00","A"
"USGS","02085070","1971-11-27"," 295.00","A"
"USGS","02085070","1971-11-28"," 356.00","A"
"USGS","02085070","1971-11-29"," 224.00","A"
"USGS","02085070","1971-11-30"," 202.00","A"
"USGS","02085070","1971-12-01"," 150.00","A"
"USGS","02085070","1971-12-02"," 118.00","A"
"USGS","02085070","1971-12-03"," 102.00","A"
"USGS","02085070","1971-12-04"," 109.00","A"
"USGS","02085070","1971-12-05"," 115.00","A"
"USGS","02085070","1971-12-06"," 135.00","A"
"USGS","02085070","1971-12-07"," 150.00","A"
"USGS","02085070","1971-12-08"," 282.00","A"
"USGS","02085070","1971-12-09"," 184.00","A"
"USGS","02085070","1971-12-10"," 150.00","A"
"USGS","02085070","1971-12-11"," 127.00","A"
"USGS","02085070","1971-12-12"," 111.00","A"
"USGS","02085070","1971-12-13"," 122.00","A"
"USGS","02085070","1971-12-14"," 118.00","A"
"USGS","02085070","1971-12-15"," 104.00","A"
"USGS","02085070","1971-12-16","  95.00","A"
"USGS","02085070","1971-12-17","  95.00","A"
"USGS","02085070","1971-12-18","  86.00","A"
"USGS","02085070","1971-12-19","  74.00","A"
"USGS","02085070","1971-12-20","  98.00","A"
"USGS","02085070","1971-12-21"," 167.00","A"
"USGS","02085070","1971-12-22"," 137.00","A"
"USGS","02085070","1971-12-23"," 111.00","A"
"USGS","02085070","1971-12-24"," 100.00","A"
"USGS","02085070","1971-12-25","  95.00","A"
"USGS","02085070","1971-12-26","  86.00","A"
"USGS","02085070","1971-12-27","  84.00","A"
"USGS","02085070","1971-12-28","  79.00","A"
"USGS","02085070","1971-12-29","  79.00","A"
"USGS","02085070","1971-12-30","  78.00","A"
"USGS","02085070","1971-12-31","  78.00","A"
"USGS","02085070","1972-01-01","  79.00","A"
"USGS","02085070","1972-01-02","  79.00","A"
"USGS","02085070","1972-01-03","  76.00","A"
"USGS","02085070","1972-01-04","  75.00","A"
"USGS","02085070","1972-01-05","  79.00","A"
"USGS","02085070","1972-01-06","  86.00","A"
"USGS","02085070","1972-01-07","  75.00","A"
"USGS","02085070","1972-01-08","  69.00","A"
"USGS","02085070","1972-01-09","  69.00","A"
"USGS","02085070","1972-01-10","  87.00","A"
"USGS","02085070","1972-01-11"," 215.00","A"
"USGS","02085070","1972-01-12"," 247.00","A"
"USGS","02085070","1972-01-13"," 339.00","A"
"USGS","02085070","1972-01-14"," 540.00","A"
"USGS","02085070","1972-01-15"," 300.00","A"
"USGS","02085070","1972-01-16"," 140.00","A"
"USGS","02085070","1972-01-17"," 100.00","A"
"USGS","02085070","1972-01-18"," 105.00","A"
"USGS","02085070","1972-01-19"," 110.00","A"
"USGS","02085070","1972-01-20"," 110.00","A"
"USGS","02085070","1972-01-21"," 110.00","A"
"USGS","02085070","1972-01-22"," 120.00","A"
"USGS","02085070","1972-01-23"," 130.00","A"
"USGS","02085070","1972-01-24"," 120.00","A"
"USGS","02085070","1972-01-25"," 110.00","A"
"USGS","02085070","1972-01-26","  90.00","A"
"USGS","02085070","1972-01-27","  80.00","A"
"USGS","02085070","1972-01-28","  76.00","A"
"USGS","02085070","1972-01-29","  76.00","A"
"USGS","02085070","1972-01-30","  76.00","A"
"USGS","02085070","1972-01-31","  43.00","A"
"USGS","02085070","1972-02-01","  74.00","A"
"USGS","02085070","1972-02-02"," 200.00","A"
"USGS","02085070","1972-02-03"," 700.00","A"
"USGS","02085070","1972-02-04","1100.00","A"
"USGS","02085070","1972-02-05"," 600.00","A"
"USGS","02085070","1972-02-06"," 350.00","A"
"USGS","02085070","1972-02-07"," 229.00","A"
"USGS","02085070","1972-02-08"," 182.00","A"
"USGS","02085070","1972-02-09"," 147.00","A"
"USGS","02085070","1972-02-10"," 132.00","A"
"USGS","02085070","1972-02-11"," 120.00","A"
"USGS","02085070","1972-02-12"," 130.00","A"
"USGS","02085070","1972-02-13","1050.00","A"
"USGS","02085070","1972-02-14"," 530.00","A"
"USGS","02085070","1972-02-15"," 287.00","A"
"USGS","02085070","1972-02-16"," 232.00","A"
"USGS","02085070","1972-02-17"," 192.00","A"
"USGS","02085070","1972-02-18"," 182.00","A"
"USGS","02085070","1972-02-19"," 285.00","A"
"USGS","02085070","1972-02-20"," 247.00","A"
"USGS","02085070","1972-02-21"," 192.00","A"
"USGS","02085070","1972-02-22"," 180.00","A"
"USGS","02085070","1972-02-23"," 157.00","A"
"USGS","02085070","1972-02-24"," 180.00","A"
"USGS","02085070","1972-02-25"," 180.00","A"
"USGS","02085070","1972-02-26"," 167.00","A"
"USGS","02085070","1972-02-27"," 177.00","A"
"USGS","02085070","1972-02-28"," 147.00","A"
"USGS","02085070","1972-03-01"," 122.00","A"
"USGS","02085070","1972-03-02"," 115.00","A"
"USGS","02085070","1972-03-03"," 125.00","A"
"USGS","02085070","1972-03-04"," 115.00","A"
"USGS","02085070","1972-03-05"," 100.00","A"
"USGS","02085070","1972-03-06","  93.00","A"
"USGS","02085070","1972-03-07","  87.00","A"
"USGS","02085070","1972-03-08","  87.00","A"
"USGS","02085070","1972-03-09","  89.00","A"
"USGS","02085070","1972-03-10","  84.00","A"
"USGS","02085070","1972-03-11","  78.00","A"
"USGS","02085070","1972-03-12","  76.00","A"
"USGS","02085070","1972-03-13","  76.00","A"
"USGS","02085070","1972-03-14","  78.00","A"
"USGS","02085070","1972-03-15","  78.00","A"
"USGS","02085070","1972-03-16","  79.00","A"
"USGS","02085070","1972-03-17"," 122.00","A"
"USGS","02085070","1972-03-18"," 113.00","A"
"USGS","02085070","1972-03-19","  87.00","A"
"USGS","02085070","1972-03-20","  74.00","A"
"USGS","02085070","1972-03-21","  68.00","A"
"USGS","02085070","1972-03-22"," 142.00","A"
"USGS","02085070","1972-03-23"," 180.00","A"
"USGS","02085070","1972-03-24"," 113.00","A"
"USGS","02085070","1972-03-25","  89.00","A"
"USGS","02085070","1972-03-26","  87.00","A"
"USGS","02085070","1972-03-27","  87.00","A"
"USGS","02085070","1972-03-28","  87.00","A"
"USGS","02085070","1972-03-29","  86.00","A"
"USGS","02085070","1972-03-30","  82.00","A"
"USGS","02085070","1972-03-31"," 113.00","A"
"USGS","02085070","1972-04-01"," 207.00","A"
"USGS","02085070","1972-04-02"," 154.00","A"
"USGS","02085070","1972-04-03"," 120.00","A"
"USGS","02085070","1972-04-04"," 100.00","A"
"USGS","02085070","1972-04-05"," 109.00","A"
"USGS","02085070","1972-04-06"," 102.00","A"
"USGS","02085070","1972-04-07","  96.00","A"
"USGS","02085070","1972-04-08"," 269.00","A"
"USGS","02085070","1972-04-09"," 237.00","A"
"USGS","02085070","1972-04-10"," 152.00","A"
"USGS","02085070","1972-04-11"," 135.00","A"
"USGS","02085070","1972-04-12"," 187.00","A"
"USGS","02085070","1972-04-13"," 254.00","A"
"USGS","02085070","1972-04-14"," 172.00","A"
"USGS","02085070","1972-04-15"," 137.00","A"
"USGS","02085070","1972-04-16"," 113.00","A"
"USGS","02085070","1972-04-17","  98.00","A"
"USGS","02085070","1972-04-18","  96.00","A"
"USGS","02085070","1972-04-19","  82.00","A"
"USGS","02085070","1972-04-20","  76.00","A"
"USGS","02085070","1972-04-21","  79.00","A"
"USGS","02085070","1972-04-22","  96.00","A"
"USGS","02085070","1972-04-23"," 224.00","A"
"USGS","02085070","1972-04-24"," 147.00","A"
"USGS","02085070","1972-04-25"," 111.00","A"
"USGS","02085070","1972-04-26","  86.00","A"
"USGS","02085070","1972-04-27","  78.00","A"
"USGS","02085070","1972-04-28","  70.00","A"
"USGS","02085070","1972-04-29","  68.00","A"
"USGS","02085070","1972-04-30","  66.00","A"
"USGS","02085070","1972-05-01","  63.00","A"
"USGS","02085070","1972-05-02","  60.00","A"
"USGS","02085070","1972-05-03"," 605.00","A"
"USGS","02085070","1972-05-04"," 573.00","A"
"USGS","02085070","1972-05-05"," 234.00","A"
"USGS","02085070","1972-05-06"," 147.00","A"
"USGS","02085070","1972-05-07"," 111.00","A"
"USGS","02085070","1972-05-08"," 100.00","A"
"USGS","02085070","1972-05-09"," 573.00","A"
"USGS","02085070","1972-05-10"," 296.00","A"
"USGS","02085070","1972-05-11"," 100.00","A"
"USGS","02085070","1972-05-12","  81.00","A"
"USGS","02085070","1972-05-13","  73.00","A"
"USGS","02085070","1972-05-14"," 200.00","A"
"USGS","02085070","1972-05-15"," 779.00","A"
"USGS","02085070","1972-05-16","2500.00","A"
"USGS","02085070","1972-05-17"," 452.00","A"
"USGS","02085070","1972-05-18"," 257.00","A"
"USGS","02085070","1972-05-19"," 192.00","A"
"USGS","02085070","1972-05-20"," 185.00","A"
"USGS","02085070","1972-05-21"," 160.00","A"
"USGS","02085070","1972-05-22"," 152.00","A"
"USGS","02085070","1972-05-23"," 434.00","A"
"USGS","02085070","1972-05-24"," 287.00","A"
"USGS","02085070","1972-05-25"," 252.00","A"
"USGS","02085070","1972-05-26"," 162.00","A"
"USGS","02085070","1972-05-27"," 120.00","A"
"USGS","02085070","1972-05-28"," 102.00","A"
"USGS","02085070","1972-05-29","  91.00","A"
"USGS","02085070","1972-05-30","  91.00","A"
"USGS","02085070","1972-05-31","  91.00","A"
"USGS","02085070","1972-06-01","  93.00","A"
"USGS","02085070","1972-06-02","  73.00","A"
"USGS","02085070","1972-06-03","  65.00","A"
"USGS","02085070","1972-06-04","  60.00","A"
"USGS","02085070","1972-06-05","  57.00","A"
"USGS","02085070","1972-06-06","  55.00","A"
"USGS","02085070","1972-06-07","  50.00","A"
"USGS","02085070","1972-06-08","  48.00","A"
"USGS","02085070","1972-06-09","  45.00","A"
"USGS","02085070","1972-06-10","  43.00","A"
"USGS","02085070","1972-06-11","  43.00","A"
"USGS","02085070","1972-06-12","  41.00","A"
"USGS","02085070","1972-06-13","  38.00","A"
"USGS","02085070","1972-06-14","  37.00","A"
"USGS","02085070","1972-06-15","  36.00","A"
"USGS","02085070","1972-06-16","  35.00","A"
"USGS","02085070","1972-06-17","  34.00","A"
"USGS","02085070","1972-06-18"," 333.00","A"
"USGS","02085070","1972-06-19"," 130.00","A"
"USGS","02085070","1972-06-20","  98.00","A"
"USGS","02085070","1972-06-21","2970.00","A"
"USGS","02085070","1972-06-22","2190.00","A"
"USGS","02085070","1972-06-23"," 350.00","A"
"USGS","02085070","1972-06-24"," 207.00","A"
"USGS","02085070","1972-06-25"," 150.00","A"
"USGS","02085070","1972-06-26"," 111.00","A"
"USGS","02085070","1972-06-27","  89.00","A"
"USGS","02085070","1972-06-28"," 146.00","A"
"USGS","02085070","1972-06-29"," 109.00","A"
"USGS","02085070","1972-06-30","  98.00","A"
"USGS","02085070","1972-07-01","  79.00","A"
"USGS","02085070","1972-07-02","  66.00","A"
"USGS","02085070","1972-07-03","  60.00","A"
"USGS","02085070","1972-07-04","  52.00","A"
"USGS","02085070","1972-07-05","  51.00","A"
"USGS","02085070","1972-07-06","  70.00","A"
"USGS","02085070","1972-07-07","  62.00","A"
"USGS","02085070","1972-07-08","  53.00","A"
"USGS","02085070","1972-07-09","  47.00","A"
"USGS","02085070","1972-07-10","  44.00","A"
"USGS","02085070","1972-07-11","  40.00","A"
"USGS","02085070","1972-07-12","  54.00","A"
"USGS","02085070","1972-07-13"," 363.00","A"
"USGS","02085070","1972-07-14"," 140.00","A"
"USGS","02085070","1972-07-15","  67.00","A"
"USGS","02085070","1972-07-16","  51.00","A"
"USGS","02085070","1972-07-17","  42.00","A"
"USGS","02085070","1972-07-18","  39.00","A"
"USGS","02085070","1972-07-19","  38.00","A"
"USGS","02085070","1972-07-20","  35.00","A"
"USGS","02085070","1972-07-21","  33.00","A"
"USGS","02085070","1972-07-22","  31.00","A"
"USGS","02085070","1972-07-23","  29.00","A"
"USGS","02085070","1972-07-24","  27.00","A"
"USGS","02085070","1972-07-25","  25.00","A"
"USGS","02085070","1972-07-26","  23.00","A"
"USGS","02085070","1972-07-27","  29.00","A"
"USGS","02085070","1972-07-28","  43.00","A"
"USGS","02085070","1972-07-29","  42.00","A"
"USGS","02085070","1972-07-30","  63.00","A"
"USGS","02085070","1972-07-31"," 129.00","A"
"USGS","02085070","1972-08-01","  84.00","A"
"USGS","02085070","1972-08-02","  59.00","A"
"USGS","02085070","1972-08-03","  67.00","A"
"USGS","02085070","1972-08-04","  45.00","A"
"USGS","02085070","1972-08-05"," 182.00","A"
"USGS","02085070","1972-08-06"," 147.00","A"
"USGS","02085070","1972-08-07","  63.00","A"
"USGS","02085070","1972-08-08","  47.00","A"
"USGS","02085070","1972-08-09","  38.00","A"
"USGS","02085070","1972-08-10","  36.00","A"
"USGS","02085070","1972-08-11","  32.00","A"
"USGS","02085070","1972-08-12","  30.00","A"
"USGS","02085070","1972-08-13","  26.00","A"
"USGS","02085070","1972-08-14","  23.00","A"
"USGS","02085070","1972-08-15","  23.00","A"
"USGS","02085070","1972-08-16","  18.00","A"
"USGS","02085070","1972-08-17","  17.00","A"
"USGS","02085070","1972-08-18","  23.00","A"
"USGS","02085070","1972-08-19","  23.00","A"
"USGS","02085070","1972-08-20","  23.00","A"
"USGS","02085070","1972-08-21","  22.00","A"
"USGS","02085070","1972-08-22","  21.00","A"
"USGS","02085070","1972-08-23","  18.00","A"
"USGS","02085070","1972-08-24","  15.00","A"
"USGS","02085070","1972-08-25","  15.00","A"
"USGS","02085070","1972-08-26","  15.00","A"
"USGS","02085070","1972-08-27","  13.00","A"
"USGS","02085070","1972-08-28","  11.00","A"
"USGS","02085070","1972-08-29","  11.00","A"
"USGS","02085070","1972-08-30","  11.00","A"
"USGS","02085070","1972-08-31","   9.00","A"
"USGS","02085070","1972-09-01","   7.80","A"
"USGS","02085070","1972-09-02","   7.80","A"
"USGS","02085070","1972-09-03","   7.80","A"
"USGS","02085070","1972-09-04","  11.00","A"
"USGS","02085070","1972-09-05","  26.00","A"
"USGS","02085070","1972-09-06","  51.00","A"
"USGS","02085070","1972-09-07","  50.00","A"
"USGS","02085070","1972-09-08","  34.00","A"
"USGS","02085070","1972-09-09","  28.00","A"
"USGS","02085070","1972-09-10","  23.00","A"
"USGS","02085070","1972-09-11","  21.00","A"
"USGS","02085070","1972-09-12","  19.00","A"
"USGS","02085070","1972-09-13","  19.00","A"
"USGS","02085070","1972-09-14","  17.00","A"
"USGS","02085070","1972-09-15","  16.00","A"
"USGS","02085070","1972-09-16","  16.00","A"
"USGS","02085070","1972-09-17","  18.00","A"
"USGS","02085070","1972-09-18","  34.00","A"
"USGS","02085070","1972-09-19","  39.00","A"
"USGS","02085070","1972-09-20","  29.00","A"
"USGS","02085070","1972-09-21","  26.00","A"
"USGS","02085070","1972-09-22","  23.00","A"
"USGS","02085070","1972-09-23","  22.00","A"
"USGS","02085070","1972-09-24","  19.00","A"
"USGS","02085070","1972-09-25","  18.00","A"
"USGS","02085070","1972-09-26","  17.00","A"
"USGS","02085070","1972-09-27","  18.00","A"
"USGS","02085070","1972-09-28","  19.00","A"
"USGS","02085070","1972-09-29","  57.00","A"
"USGS","02085070","1972-09-30"," 610.00","A"
"USGS","02085070","1972-10-01"," 208.00","A"
"USGS","02085070","1972-10-02","  71.00","A"
"USGS","02085070","1972-10-03","  45.00","A"
"USGS","02085070","1972-10-04","  37.00","A"
"USGS","02085070","1972-10-05"," 597.00","A"
"USGS","02085070","1972-10-06"," 686.00","A"
"USGS","02085070","1972-10-07"," 338.00","A"
"USGS","02085070","1972-10-08"," 196.00","A"
"USGS","02085070","1972-10-09","  94.00","A"
"USGS","02085070","1972-10-10","  64.00","A"
"USGS","02085070","1972-10-11","  52.00","A"
"USGS","02085070","1972-10-12","  46.00","A"
"USGS","02085070","1972-10-13","  43.00","A"
"USGS","02085070","1972-10-14","  42.00","A"
"USGS","02085070","1972-10-15","  39.00","A"
"USGS","02085070","1972-10-16","  38.00","A"
"USGS","02085070","1972-10-17","  38.00","A"
"USGS","02085070","1972-10-18","  57.00","A"
"USGS","02085070","1972-10-19","  74.00","A"
"USGS","02085070","1972-10-20","  44.00","A"
"USGS","02085070","1972-10-21","  40.00","A"
"USGS","02085070","1972-10-22","  37.00","A"
"USGS","02085070","1972-10-23","  35.00","A"
"USGS","02085070","1972-10-24","  33.00","A"
"USGS","02085070","1972-10-25","  33.00","A"
"USGS","02085070","1972-10-26","  32.00","A"
"USGS","02085070","1972-10-27","  32.00","A"
"USGS","02085070","1972-10-28","  94.00","A"
"USGS","02085070","1972-10-29"," 128.00","A"
"USGS","02085070","1972-10-30","  67.00","A"
"USGS","02085070","1972-10-31","  52.00","A"
"USGS","02085070","1972-11-01","  48.00","A"
"USGS","02085070","1972-11-02","  48.00","A"
"USGS","02085070","1972-11-03","  45.00","A"
"USGS","02085070","1972-11-04","  43.00","A"
"USGS","02085070","1972-11-05","  43.00","A"
"USGS","02085070","1972-11-06","  43.00","A"
"USGS","02085070","1972-11-07","  40.00","A"
"USGS","02085070","1972-11-08"," 614.00","A"
"USGS","02085070","1972-11-09"," 292.00","A"
"USGS","02085070","1972-11-10"," 141.00","A"
"USGS","02085070","1972-11-11","  96.00","A"
"USGS","02085070","1972-11-12","  78.00","A"
"USGS","02085070","1972-11-13","  67.00","A"
"USGS","02085070","1972-11-14"," 216.00","A"
"USGS","02085070","1972-11-15"," 279.00","A"
"USGS","02085070","1972-11-16"," 132.00","A"
"USGS","02085070","1972-11-17","1080.00","A"
"USGS","02085070","1972-11-18"," 598.00","A"
"USGS","02085070","1972-11-19"," 278.00","A"
"USGS","02085070","1972-11-20","1330.00","A"
"USGS","02085070","1972-11-21"," 548.00","A"
"USGS","02085070","1972-11-22"," 240.00","A"
"USGS","02085070","1972-11-23"," 173.00","A"
"USGS","02085070","1972-11-24"," 131.00","A"
"USGS","02085070","1972-11-25"," 148.00","A"
"USGS","02085070","1972-11-26"," 879.00","A"
"USGS","02085070","1972-11-27"," 468.00","A"
"USGS","02085070","1972-11-28"," 223.00","A"
"USGS","02085070","1972-11-29"," 165.00","A"
"USGS","02085070","1972-11-30"," 225.00","A"
"USGS","02085070","1972-12-01"," 455.00","A"
"USGS","02085070","1972-12-02"," 228.00","A"
"USGS","02085070","1972-12-03"," 168.00","A"
"USGS","02085070","1972-12-04"," 138.00","A"
"USGS","02085070","1972-12-05"," 125.00","A"
"USGS","02085070","1972-12-06"," 148.00","A"
"USGS","02085070","1972-12-07"," 158.00","A"
"USGS","02085070","1972-12-08"," 125.00","A"
"USGS","02085070","1972-12-09"," 143.00","A"
"USGS","02085070","1972-12-10"," 148.00","A"
"USGS","02085070","1972-12-11"," 131.00","A"
"USGS","02085070","1972-12-12"," 113.00","A"
"USGS","02085070","1972-12-13"," 109.00","A"
"USGS","02085070","1972-12-14"," 295.00","A"
"USGS","02085070","1972-12-15","3040.00","A"
"USGS","02085070","1972-12-16","1630.00","A"
"USGS","02085070","1972-12-17"," 530.00","A"
"USGS","02085070","1972-12-18"," 295.00","A"
"USGS","02085070","1972-12-19"," 225.00","A"
"USGS","02085070","1972-12-20"," 198.00","A"
"USGS","02085070","1972-12-21"," 278.00","A"
"USGS","02085070","1972-12-22","1180.00","A"
"USGS","02085070","1972-12-23"," 707.00","A"
"USGS","02085070","1972-12-24"," 504.00","A"
"USGS","02085070","1972-12-25"," 322.00","A"
"USGS","02085070","1972-12-26"," 243.00","A"
"USGS","02085070","1972-12-27"," 218.00","A"
"USGS","02085070","1972-12-28"," 190.00","A"
"USGS","02085070","1972-12-29"," 163.00","A"
"USGS","02085070","1972-12-30"," 148.00","A"
"USGS","02085070","1972-12-31"," 225.00","A"
"USGS","02085070","1973-01-01"," 313.00","A"
"USGS","02085070","1973-01-02"," 203.00","A"
"USGS","02085070","1973-01-03"," 165.00","A"
"USGS","02085070","1973-01-04"," 499.00","A"
"USGS","02085070","1973-01-05"," 362.00","A"
"USGS","02085070","1973-01-06"," 233.00","A"
"USGS","02085070","1973-01-07"," 188.00","A"
"USGS","02085070","1973-01-08"," 178.00","A"
"USGS","02085070","1973-01-09"," 175.00","A"
"USGS","02085070","1973-01-10"," 160.00","A"
"USGS","02085070","1973-01-11"," 153.00","A"
"USGS","02085070","1973-01-12"," 150.00","A"
"USGS","02085070","1973-01-13"," 138.00","A"
"USGS","02085070","1973-01-14"," 129.00","A"
"USGS","02085070","1973-01-15"," 155.00","A"
"USGS","02085070","1973-01-16"," 278.00","A"
"USGS","02085070","1973-01-17"," 230.00","A"
"USGS","02085070","1973-01-18"," 198.00","A"
"USGS","02085070","1973-01-19"," 180.00","A"
"USGS","02085070","1973-01-20"," 203.00","A"
"USGS","02085070","1973-01-21"," 160.00","A"
"USGS","02085070","1973-01-22"," 243.00","A"
"USGS","02085070","1973-01-23"," 481.00","A"
"USGS","02085070","1973-01-24"," 228.00","A"
"USGS","02085070","1973-01-25"," 175.00","A"
"USGS","02085070","1973-01-26"," 150.00","A"
"USGS","02085070","1973-01-27"," 278.00","A"
"USGS","02085070","1973-01-28"," 371.00","A"
"USGS","02085070","1973-01-29"," 740.00","A"
"USGS","02085070","1973-01-30"," 384.00","A"
"USGS","02085070","1973-01-31"," 233.00","A"
"USGS","02085070","1973-02-01"," 195.00","A"
"USGS","02085070","1973-02-02","4570.00","A"
"USGS","02085070","1973-02-03","1940.00","A"
"USGS","02085070","1973-02-04"," 598.00","A"
"USGS","02085070","1973-02-05"," 428.00","A"
"USGS","02085070","1973-02-06"," 291.00","A"
"USGS","02085070","1973-02-07"," 240.00","A"
"USGS","02085070","1973-02-08"," 215.00","A"
"USGS","02085070","1973-02-09"," 235.00","A"
"USGS","02085070","1973-02-10"," 198.00","A"
"USGS","02085070","1973-02-11"," 168.00","A"
"USGS","02085070","1973-02-12"," 148.00","A"
"USGS","02085070","1973-02-13"," 140.00","A"
"USGS","02085070","1973-02-14"," 153.00","A"
"USGS","02085070","1973-02-15"," 178.00","A"
"USGS","02085070","1973-02-16"," 155.00","A"
"USGS","02085070","1973-02-17"," 127.00","A"
"USGS","02085070","1973-02-18"," 115.00","A"
"USGS","02085070","1973-02-19"," 113.00","A"
"USGS","02085070","1973-02-20"," 115.00","A"
"USGS","02085070","1973-02-21"," 113.00","A"
"USGS","02085070","1973-02-22"," 109.00","A"
"USGS","02085070","1973-02-23"," 105.00","A"
"USGS","02085070","1973-02-24","  99.00","A"
"USGS","02085070","1973-02-25","  95.00","A"
"USGS","02085070","1973-02-26"," 121.00","A"
"USGS","02085070","1973-02-27"," 617.00","A"
"USGS","02085070","1973-02-28"," 720.00","A"
"USGS","02085070","1973-03-01"," 313.00","A"
"USGS","02085070","1973-03-02"," 215.00","A"
"USGS","02085070","1973-03-03","1260.00","A"
"USGS","02085070","1973-03-04"," 846.00","A"
"USGS","02085070","1973-03-05"," 640.00","A"
"USGS","02085070","1973-03-06"," 698.00","A"
"USGS","02085070","1973-03-07"," 566.00","A"
"USGS","02085070","1973-03-08"," 615.00","A"
"USGS","02085070","1973-03-09"," 746.00","A"
"USGS","02085070","1973-03-10"," 464.00","A"
"USGS","02085070","1973-03-11"," 335.00","A"
"USGS","02085070","1973-03-12"," 473.00","A"
"USGS","02085070","1973-03-13"," 309.00","A"
"USGS","02085070","1973-03-14"," 233.00","A"
"USGS","02085070","1973-03-15"," 208.00","A"
"USGS","02085070","1973-03-16"," 260.00","A"
"USGS","02085070","1973-03-17"," 662.00","A"
"USGS","02085070","1973-03-18"," 512.00","A"
"USGS","02085070","1973-03-19"," 253.00","A"
"USGS","02085070","1973-03-20"," 210.00","A"
"USGS","02085070","1973-03-21"," 278.00","A"
"USGS","02085070","1973-03-22"," 617.00","A"
"USGS","02085070","1973-03-23"," 512.00","A"
"USGS","02085070","1973-03-24"," 295.00","A"
"USGS","02085070","1973-03-25"," 233.00","A"
"USGS","02085070","1973-03-26"," 393.00","A"
"USGS","02085070","1973-03-27"," 526.00","A"
"USGS","02085070","1973-03-28"," 260.00","A"
"USGS","02085070","1973-03-29"," 210.00","A"
"USGS","02085070","1973-03-30"," 215.00","A"
"USGS","02085070","1973-03-31"," 615.00","A"
"USGS","02085070","1973-04-01","2100.00","A"
"USGS","02085070","1973-04-02"," 749.00","A"
"USGS","02085070","1973-04-03"," 408.00","A"
"USGS","02085070","1973-04-04"," 318.00","A"
"USGS","02085070","1973-04-05"," 263.00","A"
"USGS","02085070","1973-04-06"," 215.00","A"
"USGS","02085070","1973-04-07"," 198.00","A"
"USGS","02085070","1973-04-08","1200.00","A"
"USGS","02085070","1973-04-09"," 600.00","A"
"USGS","02085070","1973-04-10"," 300.00","A"
"USGS","02085070","1973-04-11"," 230.00","A"
